關卡,關卡1--1,關卡1--2,關卡1--3,關卡2--1,關卡2--2,關卡2--3,關卡3--1,關卡3--2,關卡3--3,關卡4--1,關卡4--2,關卡4--3,關卡5--1,關卡5--2,關卡5--3,關卡6--1,關卡6--2,關卡6--3,關卡7--1,關卡7--2,關卡7--3,關卡8--1,關卡8--2,關卡8--3,關卡9--1,關卡9--2,關卡9--3,關卡10--1,關卡10--2,關卡10--3
各關累積ＲＴＰ(含過關獎勵）,9.598058E-01,9.875849E-01,9.808086E-01,9.693283E-01,9.770533E-01,9.690585E-01,9.707249E-01,9.722043E-01,9.702929E-01,9.707122E-01,9.713158E-01,9.716772E-01,9.717578E-01,9.718326E-01,9.718518E-01
各關ＲＴＰ(不含過關獎勵）,9.598058E-01,1.014368E+00,9.759251E-01,9.339728E-01,1.008846E+00,9.480359E-01,9.795409E-01,9.816985E-01,9.588125E-01,9.775627E-01,9.802086E-01,9.805362E-01,9.915480E-01,9.992422E-01,9.906525E-01
各關一般子彈RTP：,9.598058E-01,9.563786E-01,9.529987E-01,9.339725E-01,9.254728E-01,9.478853E-01,9.406105E-01,9.406598E-01,9.562138E-01,9.438988E-01,9.444246E-01,9.557843E-01,9.626334E-01,9.615233E-01,9.815583E-01
玩家關卡分佈比率（結束）：,0.000000E+00,0.000000E+00,8.650000E-04,2.500000E-05,1.400000E-05,1.621210E-01,1.146800E-02,1.332800E-02,4.411330E-01,6.181000E-03,2.148500E-02,3.172140E-01,8.797000E-03,6.991000E-03,1.037800E-02
進入關卡分佈比率：,1.000000E+00,1.000000E+00,1.000000E+00,9.991350E-01,9.991100E-01,9.990960E-01,8.369750E-01,8.255070E-01,8.121790E-01,3.710460E-01,3.648650E-01,3.433800E-01,2.616600E-02,1.736900E-02,1.037800E-02

